Route_name,Stop_name,Stop_name
L Taraval Bus,Taraval St & 19th Ave,15th Ave & Taraval St
L Taraval Bus,Taraval St & 23rd Ave,Taraval St & 19th Ave
L Taraval Bus,Taraval St & 26th Ave,Taraval St & 23rd Ave
L Taraval Bus,Taraval St & 30th Ave,Taraval St & 26th Ave
L Taraval Bus,Taraval St & 32nd Ave,Taraval St & 30th Ave
L Taraval Bus,Taraval St & Sunset Blvd,Taraval St & 32nd Ave
L Taraval Bus,Taraval St & 40th Ave,Taraval St & Sunset Blvd
L Taraval Bus,Taraval St & 42nd Ave,Taraval St & 40th Ave
L Taraval Bus,Taraval St & 44th Ave,Taraval St & 42nd Ave
L Taraval Bus,Taraval St & 46th Ave,Taraval St & 44th Ave
L Taraval Bus,46th Ave & Ulloa St,Taraval St & 46th Ave
L Taraval Bus,46th Ave & Vicente St,46th Ave & Ulloa St
L Taraval Bus,Vicente St & 47th Ave,46th Ave & Vicente St
L Taraval Bus,Wawona/46th Ave /SF Zoo,Vicente St & 47th Ave
M Ocean View,San Jose Ave & Mt Vernon Ave,San Jose Ave & Geneva Ave
M Ocean View,San Jose Ave & Lakeview Ave,San Jose Ave & Mt Vernon Ave
M Ocean View,San Jose Ave & Farallones St,San Jose Ave & Lakeview Ave
M Ocean View,Broad St & Plymouth Ave,San Jose Ave & Farallones St
M Ocean View,Broad St & Capitol Ave,Broad St & Plymouth Ave
M Ocean View,Broad St & Orizaba Ave,Broad St & Capitol Ave
M Ocean View,Randolph St & Bright St,Broad St & Orizaba Ave
M Ocean View,Randolph St & Arch St,Randolph St & Bright St
M Ocean View,19th Ave & Randolph St,Randolph St & Arch St
M Ocean View,19th Ave & Junipero Serra Blvd,19th Ave & Randolph St
M Ocean View,19th Ave & Holloway Ave,19th Ave & Junipero Serra Blvd
M Ocean View,19th Ave & Winston Dr,19th Ave & Holloway Ave
M Ocean View,Right Of Way/Eucalyptus Dr,19th Ave & Winston Dr
M Ocean View,Right Of Way/Ocean Ave,Right Of Way/Eucalyptus Dr
M Ocean View,West Portal/Sloat/St Francis Circle,Right Of Way/Ocean Ave
M Ocean View,West Portal Ave & 14th Ave,West Portal/Sloat/St Francis Circle
M Ocean View,West Portal Station,West Portal Ave & 14th Ave
M Ocean View,Metro Forest Hill Station/Downtown,West Portal Station
M Ocean View,Metro Castro Station/Downtown,Metro Forest Hill Station/Downtown
M Ocean View,Metro Church Station/Downtown,Metro Castro Station/Downtown
M Ocean View,Metro Van Ness Station,Metro Church Station/Downtown
M Ocean View,Metro Civic Center Station/Downtn,Metro Van Ness Station
M Ocean View,Metro Powell Station/Downtown,Metro Civic Center Station/Downtn
M Ocean View,Metro Montgomery Station/Downtown,Metro Powell Station/Downtown
M Ocean View,Metro Embarcadero Station,Metro Montgomery Station/Downtown
M Ocean View,Metro Montgomery Station/Outbound,Metro Embarcadero Station
M Ocean View,Metro Powell Station/Outbound,Metro Montgomery Station/Outbound
M Ocean View,Metro Civic Center Station/Outbd,Metro Powell Station/Outbound
M Ocean View,Van Ness Station Outbound,Metro Civic Center Station/Outbd
M Ocean View,Metro Church Station/Outbound,Van Ness Station Outbound
M Ocean View,Metro Castro Station/Outbound,Metro Church Station/Outbound
M Ocean View,Forest Hill Station Outbound,Metro Castro Station/Outbound
M Ocean View,West Portal Station,Forest Hill Station Outbound
M Ocean View,West Portal Ave & Ulloa St,West Portal Station
M Ocean View,West Portal Ave & 14th Ave,West Portal Ave & Ulloa St
M Ocean View,West Portal/Sloat/St Francis Circle,West Portal Ave & 14th Ave
M Ocean View,Right Of Way/Ocean Ave,West Portal/Sloat/St Francis Circle
M Ocean View,Right Of Way/Eucalyptus Dr,Right Of Way/Ocean Ave
M Ocean View,19th Ave & Winston Dr,Right Of Way/Eucalyptus Dr
M Ocean View,19th Ave & Holloway Ave,19th Ave & Winston Dr
M Ocean View,19th Ave & Randolph St,19th Ave & Holloway Ave
M Ocean View,19th Ave & Randolph St,19th Ave & Randolph St
M Ocean View,Randolph St & Arch St,19th Ave & Randolph St
M Ocean View,Randolph St & Bright St,Randolph St & Arch St
M Ocean View,Orizaba Ave & Broad St,Randolph St & Bright St
M Ocean View,Broad St & Capitol Ave,Orizaba Ave & Broad St
M Ocean View,Broad St & Plymouth Ave,Broad St & Capitol Ave
M Ocean View,San Jose Ave & Farallones St,Broad St & Plymouth Ave
M Ocean View,San Jose Ave & Lakeview Ave,San Jose Ave & Farallones St
M Ocean View,San Jose Ave & Mt Vernon Ave,San Jose Ave & Lakeview Ave
M Ocean View,San Jose Ave & Niagra Ave,San Jose Ave & Mt Vernon Ave
M Ocean View,San Jose Ave & Geneva Ave,San Jose Ave & Niagra Ave
M Ocean View Bus,San Jose Ave & Mt Vernon Ave,San Jose Ave & Geneva Ave
M Ocean View Bus,San Jose Ave & Lakeview Ave,San Jose Ave & Mt Vernon Ave
M Ocean View Bus,San Jose Ave & Farallones St,San Jose Ave & Lakeview Ave
M Ocean View Bus,Broad St & Plymouth Ave,San Jose Ave & Farallones St
M Ocean View Bus,Broad St & Capitol Ave,Broad St & Plymouth Ave
M Ocean View Bus,Broad St & Orizaba Ave,Broad St & Capitol Ave
M Ocean View Bus,Randolph St & Bright St,Broad St & Orizaba Ave
M Ocean View Bus,Randolph St & Arch St,Randolph St & Bright St
M Ocean View Bus,19th Ave & Randolph St,Randolph St & Arch St
M Ocean View Bus,19th Ave & Junipero Serra Blvd,19th Ave & Randolph St
M Ocean View Bus,19th Avenue & Holloway St,19th Ave & Junipero Serra Blvd
M Ocean View Bus,19th Ave & Winston Dr,19th Avenue & Holloway St
M Ocean View Bus,19th Ave & Eucalyptus Dr,19th Ave & Winston Dr
M Ocean View Bus,Right Of Way/Ocean Ave,19th Ave & Eucalyptus Dr
M Ocean View Bus,West Portal Ave & Sloat Blvd,Right Of Way/Ocean Ave
M Ocean View Bus,West Portal Ave & 14th Ave,West Portal Ave & Sloat Blvd
M Ocean View Bus,West Portal Ave & Ulloa St,West Portal Ave & 14th Ave
M Ocean View Bus,West Portal Ave & 14th Ave,Ulloa St & West Portal Ave Arrive
M Ocean View Bus,Junipero Serra Blvd & Sloat Blvd,West Portal Ave & 14th Ave
M Ocean View Bus,Ocean Ave & Muni Right of Way,Junipero Serra Blvd & Sloat Blvd
M Ocean View Bus,19th Ave & Eucalyptus Dr,Ocean Ave & Muni Right of Way
M Ocean View Bus,19th Ave & Winston Dr,19th Ave & Eucalyptus Dr
M Ocean View Bus,19th Ave & Holloway Ave,19th Ave & Winston Dr
M Ocean View Bus,19th Ave & Randolph St,19th Ave & Holloway Ave
M Ocean View Bus,19th Ave & Randolph St,19th Ave & Randolph St
M Ocean View Bus,Randolph St & Arch St,19th Ave & Randolph St
M Ocean View Bus,Randolph St & Bright St,Randolph St & Arch St
M Ocean View Bus,Orizaba Ave & Broad St,Randolph St & Bright St
M Ocean View Bus,Broad St & Capitol Ave,Orizaba Ave & Broad St
M Ocean View Bus,Broad St & Plymouth Ave,Broad St & Capitol Ave
M Ocean View Bus,San Jose Ave & Farallones St,Broad St & Plymouth Ave
M Ocean View Bus,San Jose Ave & Lakeview Ave,San Jose Ave & Farallones St
M Ocean View Bus,San Jose Ave & Mt Vernon Ave,San Jose Ave & Lakeview Ave
M Ocean View Bus,San Jose Ave & Niagra Ave,San Jose Ave & Mt Vernon Ave
M Ocean View Bus,Geneva Ave/Balboa Park BART,San Jose Ave & Niagra Ave
N Judah,Judah St & 46th Ave,Judah/La Playa/Ocean Beach
N Judah,Judah St & 43rd Ave,Judah St & 46th Ave
N Judah,Judah St & 40th Ave,Judah St & 43rd Ave
N Judah,Judah St & Sunset Blvd,Judah St & 40th Ave
N Judah,Judah St & 34th Ave,Judah St & Sunset Blvd
N Judah,Judah St & 31st Ave,Judah St & 34th Ave
N Judah,Judah St & 28th Ave,Judah St & 31st Ave
N Judah,Judah St & 25th Ave,Judah St & 28th Ave
N Judah,Judah St & 22nd Ave,Judah St & 25th Ave
N Judah,Judah St & 19th Ave,Judah St & 22nd Ave
N Judah,Judah St & 15th Ave,Judah St & 19th Ave
N Judah,Judah St & Funston Ave,Judah St & 15th Ave
N Judah,Judah St & 12th Ave,Judah St & Funston Ave
N Judah,Judah St & 9th Ave,Judah St & 12th Ave
N Judah,Irving St & 8th Ave,Judah St & 9th Ave
N Judah,Irving St & 5th Ave,Irving St & 8th Ave
N Judah,Irving St & Arguello Blvd,Irving St & 5th Ave
N Judah,Carl St & Hillway Ave,Irving St & Arguello Blvd
N Judah,Carl St & Stanyan St,Carl St & Hillway Ave
N Judah,Carl St & Cole St,Carl St & Stanyan St
N Judah,Sunset Tunnel East Portal,Carl St & Cole St
N Judah,Duboce Ave & Church St,Sunset Tunnel East Portal
N Judah,Metro Van Ness Station,Duboce Ave & Church St
N Judah,Metro Civic Center Station/Downtn,Metro Van Ness Station
N Judah,Metro Powell Station/Downtown,Metro Civic Center Station/Downtn
N Judah,Metro Montgomery Station/Downtown,Metro Powell Station/Downtown
N Judah,Metro Embarcadero Station,Metro Montgomery Station/Downtown
N Judah,The Embarcadero & Folsom St,Metro Embarcadero Station
N Judah,The Embarcadero & Brannan St,The Embarcadero & Folsom St
N Judah,King St & 2nd St,The Embarcadero & Brannan St
N Judah,King St & 4th St,King St & 2nd St
N Judah,King St & 2nd St,King St & 4th St
N Judah,The Embarcadero & Brannan St,King St & 2nd St
N Judah,The Embarcadero & Folsom St,The Embarcadero & Brannan St
N Judah,Metro Embarcadero Station,The Embarcadero & Folsom St
N Judah,Metro Montgomery Station/Outbound,Metro Embarcadero Station
N Judah,Metro Powell Station/Outbound,Metro Montgomery Station/Outbound
N Judah,Metro Civic Center Station/Outbd,Metro Powell Station/Outbound
N Judah,Van Ness Station Outbound,Metro Civic Center Station/Outbd
N Judah,Duboce Ave & Church St,Van Ness Station Outbound
N Judah,Duboce St/Noe St/Duboce Park,Duboce Ave & Church St
N Judah,Carl St & Cole St,Duboce St/Noe St/Duboce Park
N Judah,Carl St & Stanyan St,Carl St & Cole St
N Judah,Carl St & Hillway Ave,Carl St & Stanyan St
N Judah,Irving St & 2nd Ave,Carl St & Hillway Ave
N Judah,Irving St & 6th Ave,Irving St & 2nd Ave
N Judah,9th Ave & Irving St,Irving St & 6th Ave
N Judah,Judah St & 9th Ave,9th Ave & Irving St
N Judah,Judah St & 12th Ave,Judah St & 9th Ave
N Judah,Judah St & Funston Ave,Judah St & 12th Ave
N Judah,Judah St & 16th Ave,Judah St & Funston Ave
N Judah,Judah St & 19th Ave,Judah St & 16th Ave
N Judah,Judah St & 23rd Ave,Judah St & 19th Ave
N Judah,Judah St & 25th Ave,Judah St & 23rd Ave
N Judah,Judah St & 28th Ave,Judah St & 25th Ave
N Judah,Judah St & 31st Ave,Judah St & 28th Ave
N Judah,Judah St & 34th Ave,Judah St & 31st Ave
N Judah,Judah St & Sunset Blvd,Judah St & 34th Ave
N Judah,Judah St & 40th Ave,Judah St & Sunset Blvd
N Judah,Judah St & 43rd Ave,Judah St & 40th Ave
N Judah,Judah St & 46th Ave,Judah St & 43rd Ave
N Judah,Judah/La Playa/Ocean Beach,Judah St & 46th Ave
N Judah,Judah/La Playa/Ocean Beach,Judah/La Playa/Ocean Beach
N Owl,Judah St & 46th Ave,Judah/La Playa/Ocean Beach
N Owl,Judah St & 43rd Ave,Judah St & 46th Ave
N Owl,Judah St & 40th Ave,Judah St & 43rd Ave
N Owl,Judah St & Sunset Blvd,Judah St & 40th Ave
N Owl,Judah St & 34th Ave,Judah St & Sunset Blvd
N Owl,Judah St & 31st Ave,Judah St & 34th Ave
N Owl,Judah St & 28th Ave,Judah St & 31st Ave
N Owl,Judah St & 25th Ave,Judah St & 28th Ave
N Owl,Judah St & 22nd Ave,Judah St & 25th Ave
N Owl,Judah St & 19th Ave,Judah St & 22nd Ave
N Owl,Judah St & 15th Ave,Judah St & 19th Ave
N Owl,Judah St & Funston Ave,Judah St & 15th Ave
N Owl,Judah St & 12th Ave,Judah St & Funston Ave
N Owl,Judah St & 9th Ave,Judah St & 12th Ave
N Owl,Irving St & 8th Ave,Judah St & 9th Ave
N Owl,Irving St & 5th Ave,Irving St & 8th Ave
N Owl,Irving St & Arguello Blvd,Irving St & 5th Ave
N Owl,Carl St & Hillway Ave,Irving St & Arguello Blvd
N Owl,Carl St & Stanyan St,Carl St & Hillway Ave
N Owl,Carl St & Cole St,Carl St & Stanyan St
N Owl,Cole St & Carl St,Carl St & Cole St
N Owl,Cole St & Waller St,Cole St & Carl St
N Owl,Cole St & Haight St,Cole St & Waller St
N Owl,Haight St & Clayton St,Cole St & Haight St
N Owl,Haight St & Masonic Ave,Haight St & Clayton St
N Owl,Haight St & Buena Vista East Ave,Haight St & Masonic Ave
N Owl,Haight St & Divisadero St,Haight St & Buena Vista East Ave
N Owl,Haight St & Pierce St,Haight St & Divisadero St
N Owl,Fillmore St & Haight St,Haight St & Pierce St
N Owl,Hermann St & Fillmore St,Fillmore St & Haight St
N Owl,Church St & Duboce Ave,Hermann St & Fillmore St
N Owl,Market St & Dolores St,Church St & Duboce Ave
N Owl,Market St & Guerrero St,Market St & Dolores St
N Owl,Market St & Gough St,Market St & Guerrero St
N Owl,Market St & South Van Ness Ave,Market St & Gough St
N Owl,Market St & 9th St,Market St & South Van Ness Ave
N Owl,Market St & 8th St,Market St & 9th St
N Owl,Market St & 7th St,Market St & 8th St
N Owl,Market St & 6th St,Market St & 7th St
N Owl,Market St & 5th St,Market St & 6th St
N Owl,Market St & 4th St,Market St & 5th St
N Owl,Market St & 3rd St,Market St & 4th St
N Owl,Market St & New Montgomery St,Market St & 3rd St
N Owl,Market St & 1st St,Market St & New Montgomery St
N Owl,Market St & Beale St,Market St & 1st St
N Owl,Market St & Steuart St,Market St & Beale St
N Owl,Steuart St & Mission St,Market St & Steuart St
N Owl,The Embarcadero & Howard St,Steuart St & Mission St
N Owl,The Embarcadero & Folsom St,The Embarcadero & Howard St
N Owl,The Embarcadero & Townsend St,The Embarcadero & Folsom St
N Owl,King St & 2nd St,The Embarcadero & Townsend St
N Owl,Townsend St & 5th St,King St & 2nd St
N Owl,King St & 2nd St,Townsend St & 4th St
N Owl,The Embarcadero & Brannan St,King St & 2nd St
N Owl,The Embarcadero & Folsom St,The Embarcadero & Brannan St
N Owl,Don Chee Way/Steuart St,The Embarcadero & Folsom St
N Owl,Steuart St & Market St,Don Chee Way/Steuart St
N Owl,Market St & Drumm St,Steuart St & Market St
N Owl,Market St & Battery St,Market St & Drumm St
N Owl,Market St & 2nd St,Market St & Battery St
N Owl,Market St & Kearny St,Market St & 2nd St
N Owl,Market St & Stockton St,Market St & Kearny St
N Owl,Market St & 5th  St,Market St & Stockton St
N Owl,Market St & Taylor St,Market St & 5th  St
N Owl,Market St & 7th St,Market St & Taylor St
N Owl,Market St & Hyde St,Market St & 7th St
N Owl,Market St & Larkin St,Market St & Hyde St
N Owl,Market St & Van Ness Ave,Market St & Larkin St
N Owl,Market St & Gough St,Market St & Van Ness Ave
N Owl,Market St & Laguna St,Market St & Gough St
N Owl,Market St & Buchanan St,Market St & Laguna St
N Owl,Church St & Duboce Ave,Market St & Buchanan St
N Owl,Hermann St & Fillmore St,Church St & Duboce Ave
N Owl,Haight St & Fillmore St,Hermann St & Fillmore St
N Owl,Haight St & Pierce St,Haight St & Fillmore St
N Owl,Haight St & Divisadero St,Haight St & Pierce St
N Owl,Haight St & Baker St,Haight St & Divisadero St
N Owl,Haight St & Masonic Ave,Haight St & Baker St
N Owl,Haight St & Clayton St,Haight St & Masonic Ave
N Owl,Cole St & Haight St,Haight St & Clayton St
N Owl,Cole St & Frederick St,Cole St & Haight St
N Owl,Carl St & Cole St,Cole St & Frederick St
N Owl,Carl St & Stanyan St,Carl St & Cole St
N Owl,Carl St & Hillway Ave,Carl St & Stanyan St
N Owl,Irving St & 2nd Ave,Carl St & Hillway Ave
N Owl,Irving St & 6th Ave,Irving St & 2nd Ave
N Owl,9th Ave & Irving St,Irving St & 6th Ave
N Owl,Judah St & 9th Ave,9th Ave & Irving St
N Owl,Judah St & 12th Ave,Judah St & 9th Ave
N Owl,Judah St & Funston Ave,Judah St & 12th Ave
N Owl,Judah St & 16th Ave,Judah St & Funston Ave
N Owl,Judah St & 19th Ave,Judah St & 16th Ave
N Owl,Judah St & 23rd Ave,Judah St & 19th Ave
N Owl,Judah St & 25th Ave,Judah St & 23rd Ave
N Owl,Judah St & 28th Ave,Judah St & 25th Ave
N Owl,Judah St & 31st Ave,Judah St & 28th Ave
N Owl,Judah St & 34th Ave,Judah St & 31st Ave
N Owl,Judah St & Sunset Blvd,Judah St & 34th Ave
N Owl,Judah St & 40th Ave,Judah St & Sunset Blvd
N Owl,Judah St & 43rd Ave,Judah St & 40th Ave
N Owl,Judah St & 46th Ave,Judah St & 43rd Ave
N Owl,Judah/La Playa/Ocean Beach,Judah St & 46th Ave
N Owl,Judah/La Playa/Ocean Beach,Judah/La Playa/Ocean Beach
N Judah Bus,Judah St & 46th Ave,Judah/La Playa/Ocean Beach
N Judah Bus,Judah St & 43rd Ave,Judah St & 46th Ave
N Judah Bus,Judah St & 40th Ave,Judah St & 43rd Ave
N Judah Bus,Judah St & Sunset Blvd,Judah St & 40th Ave
N Judah Bus,Judah St & 34th Ave,Judah St & Sunset Blvd
N Judah Bus,Judah St & 31st Ave,Judah St & 34th Ave
N Judah Bus,Judah St & 28th Ave,Judah St & 31st Ave
N Judah Bus,Judah St & 25th Ave,Judah St & 28th Ave
N Judah Bus,Judah St & 22nd Ave,Judah St & 25th Ave
N Judah Bus,Judah St & 19th Ave,Judah St & 22nd Ave
N Judah Bus,Judah St & 15th Ave,Judah St & 19th Ave
N Judah Bus,Judah St & Funston Ave,Judah St & 15th Ave
N Judah Bus,Judah St & 12th Ave,Judah St & Funston Ave
N Judah Bus,Judah St & 9th Ave,Judah St & 12th Ave
N Judah Bus,Irving St & 8th Ave,Judah St & 9th Ave
N Judah Bus,Irving St & 5th Ave,Irving St & 8th Ave
N Judah Bus,Irving St & Arguello Blvd,Irving St & 5th Ave
N Judah Bus,Carl St & Hillway Ave,Irving St & Arguello Blvd
N Judah Bus,Carl St & Stanyan St,Carl St & Hillway Ave
N Judah Bus,Carl St & Cole St,Carl St & Stanyan St
N Judah Bus,Cole St & Waller St,Carl St & Cole St
N Judah Bus,Cole St & Haight St,Cole St & Waller St
N Judah Bus,Haight St & Clayton St,Cole St & Haight St
N Judah Bus,Haight St & Masonic Ave,Haight St & Clayton St
N Judah Bus,Haight St & Buena Vista East Ave,Haight St & Masonic Ave
N Judah Bus,Divisadero St & Haight St,Haight St & Buena Vista East Ave
N Judah Bus,Duboce Ave & Noe St,Divisadero St & Haight St
N Judah Bus,Duboce Ave & Church St,Duboce Ave & Noe St
N Judah Bus,Duboce Ave & Church St,Duboce Ave & Church St
N Judah Bus,Market St & Dolores St,Duboce Ave & Church St
N Judah Bus,Market St & Guerrero St,Market St & Dolores St
N Judah Bus,Market St & Gough St,Market St & Guerrero St
N Judah Bus,Market St & South Van Ness Ave,Market St & Gough St
N Judah Bus,Market St & 9th St,Market St & South Van Ness Ave
N Judah Bus,Market St & 8th St,Market St & 9th St
N Judah Bus,Market St & 7th St,Market St & 8th St
N Judah Bus,Market St & 6th St,Market St & 7th St
N Judah Bus,Market St & 5th St,Market St & 6th St
N Judah Bus,Market St & 4th St,Market St & 5th St
N Judah Bus,Market St & 3rd St,Market St & 4th St
N Judah Bus,Market St & New Montgomery St,Market St & 3rd St
N Judah Bus,Market St & 1st St,Market St & New Montgomery St
N Judah Bus,Market St & Steuart St,Market St & 1st St
N Judah Bus,The Embarcadero & Folsom St,Market St & Steuart St
N Judah Bus,The Embarcadero & Townsend St,The Embarcadero & Folsom St
N Judah Bus,King St & 2nd St,The Embarcadero & Townsend St
N Judah Bus,Townsend St & 5th St,King St & 2nd St
N Judah Bus,King St & 2nd St,Townsend St & 4th St
N Judah Bus,The Embarcadero & Brannan St,King St & 2nd St
N Judah Bus,The Embarcadero & Folsom St,The Embarcadero & Brannan St
N Judah Bus,Market St & Drumm St,The Embarcadero & Folsom St
N Judah Bus,Market St & Battery St,Market St & Drumm St
N Judah Bus,Market St & 2nd St,Market St & Battery St
N Judah Bus,Market St & Kearny St,Market St & 2nd St
N Judah Bus,Market St & Stockton St,Market St & Kearny St
N Judah Bus,Market St & 5th  St,Market St & Stockton St
N Judah Bus,Market St & Taylor St,Market St & 5th  St
N Judah Bus,Market St & 7th St,Market St & Taylor St
N Judah Bus,Market St & Hyde St,Market St & 7th St
N Judah Bus,Market St & Larkin St,Market St & Hyde St
N Judah Bus,Market St & Van Ness Ave,Market St & Larkin St
N Judah Bus,Market St & Gough St,Market St & Van Ness Ave
N Judah Bus,Market St & Laguna St,Market St & Gough St
N Judah Bus,Market St & Buchanan St,Market St & Laguna St
N Judah Bus,Duboce Ave & Church St,Market St & Buchanan St
N Judah Bus,Duboce Ave & Noe St,Duboce Ave & Church St
N Judah Bus,Haight St & Divisadero St,Duboce Ave & Noe St
N Judah Bus,Haight St & Baker St,Haight St & Divisadero St
