to,from,CoordsFromLat,CoordsFromLong,CoordsToLat,CoordsToLong
Kearny St & Geary St,Kearny St & Sutter St,37.78810120,-122.40299988,37.78969955,-122.40399933
Kearny St & Sutter St,Kearny St & Bush St,37.78969955,-122.40399933,37.79100037,-122.40399933
Kearny St & Bush St,Kearny St & California St,37.79100037,-122.40399933,37.79290009,-122.40399933
Kearny St & California St,Kearny St & Clay St,37.79290009,-122.40399933,37.79470062,-122.40499878
Kearny St & Clay St,Kearny St & Jackson St,37.79470062,-122.40499878,37.79610062,-122.40499878
Kearny St & Jackson St,Columbus Ave & Kearny St,37.79610062,-122.40499878,37.79729843,-122.40599823
Columbus Ave & Kearny St,Columbus Ave & Broadway,37.79729843,-122.40599823,37.79809952,-122.40699768
Columbus Ave & Broadway,Columbus Ave & Green St,37.79809952,-122.40699768,37.79940033,-122.40899658
Columbus Ave & Green St,Columbus Ave & Union St,37.79940033,-122.40899658,37.80049896,-122.41000366
Columbus Ave & Union St,Powell St & Lombard St,37.80049896,-122.41000366,37.80289841,-122.41100311
Powell St & Lombard St,Powell St & Francisco St,37.80289841,-122.41100311,37.80509949,-122.41200256
Powell St & Francisco St,Powell St & Bay St,37.80509949,-122.41200256,37.80569839,-122.41200256
Powell St & Bay St,Bay St & Midway St,37.80569839,-122.41200256,37.80609894,-122.40899658
Bay St & Midway St,Kearny St & North Point St,37.80609894,-122.40899658,37.80720139,-122.40699768
Kearny St & North Point St,North Point St & Kearny St,37.80720139,-122.40699768,37.80739975,-122.40799713
North Point St & Kearny St,North Point St & Stockton St,37.80739975,-122.40799713,37.80699921,-122.41000366
North Point St & Stockton St,Powell St & North Point St,37.80699921,-122.41000366,37.80670166,-122.41200256
Powell St & North Point St,Powell St & Francisco St,37.80670166,-122.41200256,37.80509949,-122.41200256
Powell St & Francisco St,Powell St & Lombard St,37.80509949,-122.41200256,37.80289841,-122.41100311
Powell St & Lombard St,Powell St & Filbert St,37.80289841,-122.41100311,37.80130005,-122.41100311
Powell St & Filbert St,Columbus Ave & Union St,37.80130005,-122.41100311,37.80049896,-122.41000366
Columbus Ave & Union St,Stockton St & Columbus Ave,37.80049896,-122.41000366,37.79909897,-122.40899658
Stockton St & Columbus Ave,Stockton St & Pacific Ave,37.79909897,-122.40899658,37.79629898,-122.40799713
Stockton St & Pacific Ave,Stockton St & Washington St,37.79629898,-122.40799713,37.79470062,-122.40799713
Stockton St & Washington St,Stockton St & Sacramento St,37.79470062,-122.40799713,37.79349899,-122.40799713
Stockton St & Sacramento St,Stockton St & Sutter St,37.79349899,-122.40799713,37.79010010,-122.40699768
Stockton St & Sutter St,Stockton St & Geary St,37.79010010,-122.40699768,37.78770065,-122.40699768
Stockton St & Geary St,4th St & Market St,37.78770065,-122.40699768,37.78549957,-122.40599823
4th St & Market St,4th St & Mission St,37.78549957,-122.40599823,37.78430176,-122.40399933
4th St & Mission St,4th St & Folsom St,37.78430176,-122.40399933,37.78210068,-122.40100098
4th St & Folsom St,Harrison St & 4th St,37.78210068,-122.40100098,37.78070068,-122.40000153
Harrison St & 4th St,Harrison St & 5th St,37.78070068,-122.40000153,37.77890015,-122.40200043
Harrison St & 5th St,Harrison St & 6th St,37.77890015,-122.40200043,37.77709961,-122.40399933
Harrison St & 6th St,San Bruno Ave & Felton St,37.77709961,-122.40399933,37.72990036,-122.40499878
San Bruno Ave & Felton St,San Bruno Ave & Bacon St,37.72990036,-122.40499878,37.72800064,-122.40399933
San Bruno Ave & Bacon St,San Bruno Ave & Dwight St,37.72800064,-122.40399933,37.72409821,-122.40200043
San Bruno Ave & Dwight St,San Bruno Ave & Mansell St,37.72409821,-122.40200043,37.72109985,-122.40100098
San Bruno Ave & Mansell St,San Bruno Ave & Ward St,37.72109985,-122.40100098,37.71910095,-122.40100098
San Bruno Ave & Ward St,San Bruno Ave & Wilde Ave,37.71910095,-122.40100098,37.71680069,-122.40000153
San Bruno Ave & Wilde Ave,3800 San Bruno Ave,37.71680069,-122.40000153,37.71480179,-122.40100098
3800 San Bruno Ave,San Bruno Ave & Somerset St,37.71480179,-122.40100098,37.71379852,-122.40200043
San Bruno Ave & Somerset St,Bayshore Blvd & Arleta Ave,37.71379852,-122.40200043,37.71220016,-122.40299988
Bayshore Blvd & Arleta Ave,Bayshore Blvd & Leland Ave,37.71220016,-122.40299988,37.71110153,-122.40399933
Bayshore Blvd & Leland Ave,Bayshore Blvd & Visitacion Ave,37.71110153,-122.40399933,37.71060181,-122.40399933
Bayshore Blvd & Visitacion Ave,Visitacion Ave & Rutland St,37.71060181,-122.40399933,37.71149826,-122.40799713
Visitacion Ave & Rutland St,Visitacion Ave & Schwerin St,37.71149826,-122.40799713,37.71220016,-122.41100311
Visitacion Ave & Schwerin St,Visitacion Ave & Britton St,37.71220016,-122.41100311,37.71279907,-122.41200256
Visitacion Ave & Britton St,Visitacion Ave & Sawyer St,37.71279907,-122.41200256,37.71329880,-122.41400146
Visitacion Ave & Sawyer St,Hahn St & Visitacion Ave,37.71329880,-122.41400146,37.71329880,-122.41500092
Hahn St & Visitacion Ave,Hahn St & Sunnydale Ave,37.71329880,-122.41500092,37.71200180,-122.41600037
Hahn St & Sunnydale Ave,Sunrise Way & Santos St,37.71200180,-122.41600037,37.71070099,-122.41799927
Sunrise Way & Santos St,Santos St & Velasco Ave,37.71070099,-122.41799927,37.70980072,-122.41899872
Santos St & Velasco Ave,Geneva Ave & Santos St,37.70980072,-122.41899872,37.70840073,-122.41999817
Geneva Ave & Santos St,Geneva Ave & Carter St,37.70840073,-122.41999817,37.70930099,-122.42299652
Geneva Ave & Carter St,Geneva Ave & Stoneridge Ln,37.70930099,-122.42299652,37.71110153,-122.42600250
Geneva Ave & Stoneridge Ln,1650 Geneva Ave,37.71110153,-122.42600250,37.71189880,-122.42800140
1650 Geneva Ave,Geneva Ave & Prague St,37.71189880,-122.42800140,37.71289825,-122.43199921
Geneva Ave & Prague St,Geneva Ave & Moscow St,37.71289825,-122.43199921,37.71329880,-122.43399811
Geneva Ave & Moscow St,Geneva Ave & Naples St,37.71329880,-122.43399811,37.71440125,-122.43599701
Geneva Ave & Naples St,Geneva Ave & Madrid St,37.71440125,-122.43599701,37.71480179,-122.43800354
Geneva Ave & Madrid St,Geneva Ave & Mission St,37.71480179,-122.43800354,37.71640015,-122.44100189
Geneva Ave & Mission St,Geneva Ave & Cayuga Ave,37.71640015,-122.44100189,37.71889877,-122.44400024
Geneva Ave & Cayuga Ave,Geneva Ave/Balboa Park BART,37.71889877,-122.44400024,37.72079849,-122.44699860
Geneva Ave/Balboa Park BART,Geneva Ave & Howth St,37.72079849,-122.44699860,37.72209930,-122.44999695
Geneva Ave & Howth St,City College Terminal,37.72209930,-122.44999695,37.72370148,-122.45300293
Geneva St & Schwerin St,San Bruno Ave & Arleta Ave,37.70629883,-122.41300201,37.71250153,-122.40200043
Kearny St & Jackson St,Kearny St & Pacific Ave,37.79610062,-122.40499878,37.79729843,-122.40499878
Kearny St & Pacific Ave,Broadway & Grant Ave,37.79729843,-122.40499878,37.79779816,-122.40699768
Broadway & Grant Ave,Stockton St & Pacific Ave,37.79779816,-122.40699768,37.79629898,-122.40799713
Bayshore Blvd & Arleta Ave,Geneva St & Schwerin St,37.71220016,-122.40299988,37.70629883,-122.41300201
City College Terminal,Ocean Ave & Geneva Ave,37.72370148,-122.45300293,37.72309875,-122.45200348
Ocean Ave & Geneva Ave,Geneva Ave & Howth St,37.72309875,-122.45200348,37.72209930,-122.44999695
Santos St & Velasco Ave,Sunrise Way & Santos St,37.70980072,-122.41899872,37.71070099,-122.41799927
Sunrise Way & Santos St,Hahn St & Sunnydale Ave,37.71070099,-122.41799927,37.71200180,-122.41600037
Bayshore Blvd & Visitacion Ave,Bayshore Blvd & Blanken Ave,37.71060181,-122.40399933,37.71220016,-122.40200043
Bayshore Blvd & Blanken Ave,Bryant St & 6th St,37.71220016,-122.40200043,37.77619934,-122.40200043
Harrison St & 6th St,Bayshore Blvd & Arleta Ave,37.77709961,-122.40399933,37.71220016,-122.40299988
Hahn St & Sunnydale Ave,Santos St & Sunrise Way,37.71200180,-122.41600037,37.71060181,-122.41899872
Santos St & Sunrise Way,Santos St & Velasco Ave,37.71060181,-122.41899872,37.70980072,-122.41899872
Sunnydale Ave / McLaren School,1901 Sunnydale Ave,37.71409988,-122.42400360,37.71319962,-122.42099762
1901 Sunnydale Ave,1725 Sunnydale Ave,37.71319962,-122.42099762,37.71279907,-122.41999817
1725 Sunnydale Ave,Santos St & Brookdale Ave,37.71279907,-122.41999817,37.71200180,-122.41899872
Santos St & Brookdale Ave,Santos St & Velasco Ave,37.71200180,-122.41899872,37.70980072,-122.41899872
Santos St & Velasco Ave,Santos St & Geneva Ave,37.70980072,-122.41899872,37.70849991,-122.41999817
Santos St & Geneva Ave,Geneva Ave & Castillo St,37.70849991,-122.41999817,37.70790100,-122.41799927
Geneva Ave & Castillo St,Geneva Ave & Rio Verde St,37.70790100,-122.41799927,37.70709991,-122.41600037
Geneva Ave & Rio Verde St,Schwerin St & MacDonald Ave,37.70709991,-122.41600037,37.70690155,-122.41300201
Schwerin St & MacDonald Ave,Schwerin St & Velasco Ave,37.70690155,-122.41300201,37.70830154,-122.41200256
Schwerin St & Velasco Ave,Schwerin St & Garrison Ave,37.70830154,-122.41200256,37.70930099,-122.41200256
Schwerin St & Garrison Ave,Schwerin St & Sunnydale Ave,37.70930099,-122.41200256,37.71049881,-122.41100311
Schwerin St & Sunnydale Ave,Sunnydale Ave & Cora St,37.71049881,-122.41100311,37.70999908,-122.40899658
Sunnydale Ave & Cora St,Sunnydale Ave & Talbert St,37.70999908,-122.40899658,37.70940018,-122.40699768
Sunnydale Ave & Talbert St,Sunnydale Ave & Bayshore Blvd,37.70940018,-122.40699768,37.70880127,-122.40499878
Sunnydale Ave & Bayshore Blvd,Bayshore Blvd & Visitacion Ave,37.70880127,-122.40499878,37.71060181,-122.40399933
San Bruno Ave & Silver Ave,Bayshore Blvd & Silver Ave,37.73199844,-122.40499878,37.73320007,-122.40499878
Bayshore Blvd & Silver Ave,Bayshore Blvd & Boutwell St,37.73320007,-122.40499878,37.73490143,-122.40599823
Bayshore Blvd & Boutwell St,Bayshore Blvd & Cortland Ave,37.73490143,-122.40599823,37.73989868,-122.40699768
Bayshore Blvd & Cortland Ave,Bayshore Blvd & Flower St,37.73989868,-122.40699768,37.74240112,-122.40599823
Bayshore Blvd & Flower St,201 Bayshore Blvd,37.74240112,-122.40599823,37.74459839,-122.40399933
201 Bayshore Blvd,Potrero Ave & 25th St,37.74459839,-122.40399933,37.75159836,-122.40599823
Potrero Ave & 25th St,Potrero Ave & 24th St,37.75159836,-122.40599823,37.75339890,-122.40599823
Potrero Ave & 24th St,SF General Hospital,37.75339890,-122.40599823,37.75540161,-122.40599823
SF General Hospital,Potrero Ave & 21st St,37.75540161,-122.40599823,37.75749969,-122.40699768
Potrero Ave & 21st St,Potrero Ave & 19th St,37.75749969,-122.40699768,37.76070023,-122.40699768
Potrero Ave & 19th St,Potrero Ave & Mariposa St,37.76070023,-122.40699768,37.76330185,-122.40699768
Potrero Ave & Mariposa St,Potrero Ave & 16th St,37.76330185,-122.40699768,37.76599884,-122.40699768
Potrero Ave & 16th St,Potrero Ave & 15th St,37.76599884,-122.40699768,37.76729965,-122.40799713
Potrero Ave & 15th St,11th St & Bryant St,37.76729965,-122.40799713,37.76979828,-122.41100311
11th St & Bryant St,11th St & Harrison St,37.76979828,-122.41100311,37.77069855,-122.41300201
11th St & Harrison St,11th St & Howard St,37.77069855,-122.41300201,37.77330017,-122.41600037
11th St & Howard St,11th St & Market St,37.77330017,-122.41600037,37.77550125,-122.41899872
11th St & Market St,Market St & 9th St,37.77550125,-122.41899872,37.77740097,-122.41600037
Spear St & Market St,Market St & Steuart St,37.79339981,-122.39499664,37.79430008,-122.39499664
Market St & Steuart St,Market St & Drumm St,37.79430008,-122.39499664,37.79349899,-122.39600372
Market St & Larkin St,11th St & Market St,37.77759933,-122.41600037,37.77550125,-122.41899872
11th St & Market St,11th St & Mission St,37.77550125,-122.41899872,37.77399826,-122.41699982
11th St & Mission St,11th St & Howard St,37.77399826,-122.41699982,37.77330017,-122.41600037
11th St & Howard St,11th St & Harrison St,37.77330017,-122.41600037,37.77069855,-122.41300201
11th St & Harrison St,Division St & Bryant St,37.77069855,-122.41300201,37.76929855,-122.41100311
Division St & Bryant St,Potrero Ave & Alameda St,37.76929855,-122.41100311,37.76829910,-122.40799713
Potrero Ave & Alameda St,Potrero Ave & 16th St,37.76829910,-122.40799713,37.76599884,-122.40699768
Potrero Ave & 16th St,Potrero Ave & Mariposa St,37.76599884,-122.40699768,37.76330185,-122.40699768
Potrero Ave & Mariposa St,Potrero Ave & 19th St,37.76330185,-122.40699768,37.76070023,-122.40699768
Potrero Ave & 19th St,Potrero Ave & 21st St,37.76070023,-122.40699768,37.75749969,-122.40699768
Potrero Ave & 21st St,Potrero Ave & 23rd St,37.75749969,-122.40699768,37.75510025,-122.40699768
Potrero Ave & 23rd St,Potrero Ave & 24th St,37.75510025,-122.40699768,37.75339890,-122.40599823
Potrero Ave & 24th St,228 Bayshore Blvd,37.75339890,-122.40599823,37.74470139,-122.40399933
228 Bayshore Blvd,Bayshore Blvd & Oakdale Ave,37.74470139,-122.40399933,37.74300003,-122.40499878
Bayshore Blvd & Oakdale Ave,Bayshore Blvd & Cortland Ave,37.74300003,-122.40499878,37.73989868,-122.40699768
Bayshore Blvd & Cortland Ave,Bayshore Blvd & Alemany Blvd,37.73989868,-122.40699768,37.73770142,-122.40699768
Bayshore Blvd & Alemany Blvd,Bayshore Blvd & Augusta St,37.73770142,-122.40699768,37.73419952,-122.40599823
Bayshore Blvd & Augusta St,Bayshore Blvd & Silver Ave,37.73419952,-122.40599823,37.73320007,-122.40499878
Bayshore Blvd & Silver Ave,San Bruno Ave & Silver Ave,37.73320007,-122.40499878,37.73199844,-122.40499878
San Bruno Ave & Silver Ave,San Bruno Ave & Felton St,37.73199844,-122.40499878,37.72990036,-122.40499878
Bayshore Blvd & Leland Ave,Sunnydale Ave & Bayshore Blvd,37.71110153,-122.40399933,37.70880127,-122.40499878
Sunnydale Ave & Bayshore Blvd,Sunnydale Ave & Talbert St,37.70880127,-122.40499878,37.70940018,-122.40699768
Sunnydale Ave & Talbert St,Sunnydale Ave & Rutland St,37.70940018,-122.40699768,37.70989990,-122.40899658
Sunnydale Ave & Rutland St,Sunnydale Ave & Cora St,37.70989990,-122.40899658,37.70999908,-122.40899658
Sunnydale Ave & Cora St,Schwerin St & Sunnydale Ave,37.70999908,-122.40899658,37.71049881,-122.41100311
Schwerin St & Sunnydale Ave,Schwerin St & Garrison Ave,37.71049881,-122.41100311,37.70930099,-122.41200256
Schwerin St & Garrison Ave,Schwerin St & Velasco Ave,37.70930099,-122.41200256,37.70830154,-122.41200256
Schwerin St & Velasco Ave,Schwerin St & Geneva Ave,37.70830154,-122.41200256,37.70660019,-122.41300201
Schwerin St & Geneva Ave,Geneva Ave & Rio Verde St,37.70660019,-122.41300201,37.70709991,-122.41600037
Geneva Ave & Rio Verde St,Geneva Ave & Castillo St,37.70709991,-122.41600037,37.70790100,-122.41799927
Geneva Ave & Castillo St,Geneva Ave & Santos St,37.70790100,-122.41799927,37.70840073,-122.41999817
Geneva Ave & Santos St,Santos St & Velasco Ave,37.70840073,-122.41999817,37.70980072,-122.41899872
Santos St & Velasco Ave,Santos St & Brookdale Ave,37.70980072,-122.41899872,37.71200180,-122.41899872
Santos St & Brookdale Ave,1800 Sunnydale Ave,37.71200180,-122.41899872,37.71300125,-122.41999817
1800 Sunnydale Ave,1900 Sunnydale Ave,37.71300125,-122.41999817,37.71340179,-122.42099762
1900 Sunnydale Ave,Sunnydale Ave / McLaren School,37.71340179,-122.42099762,37.71409988,-122.42400360
San Bruno Ave & Arleta Ave,San Bruno Ave & Harkness Ave,37.71250153,-122.40200043,37.71799850,-122.40000153
San Bruno Ave & Harkness Ave,San Bruno Ave & Paul Ave,37.71799850,-122.40000153,37.72420120,-122.40200043
San Bruno Ave & Paul Ave,San Bruno Ave & Bacon St,37.72420120,-122.40200043,37.72800064,-122.40399933
San Bruno Ave & Bacon St,San Bruno Ave & Silver Ave,37.72800064,-122.40399933,37.73199844,-122.40499878
San Bruno Ave & Silver Ave,Bayshore Blvd & Cortland Ave,37.73199844,-122.40499878,37.73989868,-122.40699768
Bayshore Blvd & Flower St,Potrero Ave & 24th St,37.74240112,-122.40599823,37.75339890,-122.40599823
SF General Hospital,Potrero Ave & 16th St,37.75540161,-122.40599823,37.76599884,-122.40699768
Potrero Ave & 16th St,11th St & Harrison St,37.76599884,-122.40699768,37.77069855,-122.41300201
11th St & Harrison St,11th St & Market St,37.77069855,-122.41300201,37.77550125,-122.41899872
Spear St & Market St,Main St & Mission St,37.79339981,-122.39499664,37.79199982,-122.39499664
Main St & Mission St,Market St & Battery St,37.79199982,-122.39499664,37.79109955,-122.39900208
11th St & Market St,11th St & Harrison St,37.77550125,-122.41899872,37.77069855,-122.41300201
11th St & Harrison St,Potrero Ave & 16th St,37.77069855,-122.41300201,37.76599884,-122.40699768
Potrero Ave & 16th St,Potrero Ave & 23rd St,37.76599884,-122.40699768,37.75510025,-122.40699768
Potrero Ave & 24th St,Bayshore Blvd & Oakdale Ave,37.75339890,-122.40599823,37.74300003,-122.40499878
Bayshore Blvd & Cortland Ave,San Bruno Ave & Silver Ave,37.73989868,-122.40699768,37.73199844,-122.40499878
San Bruno Ave & Silver Ave,San Bruno Ave & Bacon St,37.73199844,-122.40499878,37.72800064,-122.40399933
San Bruno Ave & Dwight St,San Bruno Ave & Wilde Ave,37.72409821,-122.40200043,37.71680069,-122.40000153
San Bruno Ave & Wilde Ave,Bayshore Blvd & Arleta Ave,37.71680069,-122.40000153,37.71220016,-122.40299988
Valencia St & Cesar Chavez St,Mission St & Powers Ave,37.74800110,-122.41999817,37.74620056,-122.41899872
Mission St & Powers Ave,Cesar Chavez St & Mission St,37.74620056,-122.41899872,37.74819946,-122.41799927
Cesar Chavez St & Mission St,Folsom St & Cesar Chavez St,37.74819946,-122.41799927,37.74850082,-122.41400146
Folsom St & Cesar Chavez St,Folsom St & 25th St,37.74850082,-122.41400146,37.75099945,-122.41400146
Folsom St & 25th St,Folsom St & 24th St,37.75099945,-122.41400146,37.75239944,-122.41400146
Folsom St & 24th St,Folsom St & 22nd St,37.75239944,-122.41400146,37.75600052,-122.41400146
Folsom St & 22nd St,Folsom St & 20th St,37.75600052,-122.41400146,37.75899887,-122.41500092
Folsom St & 20th St,Folsom St & 18th St,37.75899887,-122.41500092,37.76219940,-122.41500092
Folsom St & 18th St,Folsom St & 16th St,37.76219940,-122.41500092,37.76559830,-122.41500092
Folsom St & 16th St,Folsom St & 14th St,37.76559830,-122.41500092,37.76850128,-122.41600037
Folsom St & 14th St,Folsom St & 11th St,37.76850128,-122.41600037,37.77190018,-122.41400146
Folsom St & 11th St,Folsom St & 9th St,37.77190018,-122.41400146,37.77389908,-122.41100311
Folsom St & 9th St,Folsom St & 8th St,37.77389908,-122.41100311,37.77510071,-122.41000366
Folsom St & 8th St,Folsom St & 7th St,37.77510071,-122.41000366,37.77659988,-122.40799713
Folsom St & 7th St,Folsom St & 6th St,37.77659988,-122.40799713,37.77859879,-122.40499878
Folsom St & 6th St,Folsom St & 5th St,37.77859879,-122.40499878,37.78039932,-122.40299988
Folsom St & 5th St,Folsom St & 4th St,37.78039932,-122.40299988,37.78200150,-122.40100098
