to,from,CoordsFromLat,CoordsFromLong,CoordsToLat,CoordsToLong
Judah St & 40th Ave,Judah St & Sunset Blvd,37.76074219,-122.49935913,37.76091766,-122.49566650
Judah St & Sunset Blvd,Judah St & 34th Ave,37.76091766,-122.49566650,37.76102829,-122.49292755
Judah St & 34th Ave,Judah St & 31st Ave,37.76102829,-122.49292755,37.76117325,-122.48971558
Judah St & 31st Ave,Judah St & 28th Ave,37.76117325,-122.48971558,37.76131058,-122.48651123
Judah St & 28th Ave,Judah St & 25th Ave,37.76131058,-122.48651123,37.76145172,-122.48329926
Judah St & 25th Ave,Judah St & 22nd Ave,37.76145172,-122.48329926,37.76153564,-122.47985840
Judah St & 22nd Ave,Judah St & 19th Ave,37.76153564,-122.47985840,37.76174164,-122.47692108
Judah St & 19th Ave,Judah St & 15th Ave,37.76174164,-122.47692108,37.76184845,-122.47277832
Judah St & 15th Ave,Judah St & Funston Ave,37.76184845,-122.47277832,37.76207352,-122.47032928
Judah St & Funston Ave,Judah St & 12th Ave,37.76207352,-122.47032928,37.76206970,-122.46932220
Judah St & 12th Ave,Judah St & 9th Ave,37.76206970,-122.46932220,37.76222610,-122.46669006
Judah St & 9th Ave,Irving St & 8th Ave,37.76222610,-122.46669006,37.76403809,-122.46543121
Irving St & 8th Ave,Irving St & 5th Ave,37.76403809,-122.46543121,37.76418304,-122.46213531
Irving St & 5th Ave,Irving St & Arguello Blvd,37.76418304,-122.46213531,37.76436615,-122.45802307
Irving St & Arguello Blvd,Carl St & Hillway Ave,37.76436615,-122.45802307,37.76500320,-122.45655823
Carl St & Hillway Ave,Carl St & Stanyan St,37.76500320,-122.45655823,37.76549530,-122.45259094
Carl St & Stanyan St,Carl St & Cole St,37.76549530,-122.45259094,37.76586151,-122.44980621
Carl St & Cole St,Duboce Ave & Noe St,37.76586151,-122.44980621,37.76921844,-122.43364716
Duboce Ave & Noe St,Duboce Ave & Church St,37.76921844,-122.43364716,37.76937485,-122.42935181
Duboce Ave & Church St,Metro Van Ness Station,37.76937485,-122.42935181,37.77512741,-122.41925049
Metro Embarcadero Station,The Embarcadero & Folsom St,37.79259109,-122.39727020,37.79072952,-122.38977051
The Embarcadero & Folsom St,The Embarcadero & Brannan St,37.79072952,-122.38977051,37.78462601,-122.38797760
The Embarcadero & Brannan St,King St & 2nd St,37.78462601,-122.38797760,37.77972031,-122.38986969
King St & 2nd St,King St & 4th St,37.77972031,-122.38986969,37.77626801,-122.39417267
King St & 4th St,King St & 2nd St,37.77626801,-122.39417267,37.77972031,-122.38986969
King St & 2nd St,The Embarcadero & Brannan St,37.77972031,-122.38986969,37.78462601,-122.38797760
The Embarcadero & Brannan St,The Embarcadero & Folsom St,37.78462601,-122.38797760,37.79072952,-122.38977051
The Embarcadero & Folsom St,Metro Embarcadero Station,37.79072952,-122.38977051,37.79259109,-122.39727020
Metro Van Ness Station,Duboce Ave & Church St,37.77512741,-122.41925049,37.76937485,-122.42935181
Duboce Ave & Church St,Duboce Ave & Noe St,37.76937485,-122.42935181,37.76921844,-122.43364716
Duboce Ave & Noe St,Carl St & Cole St,37.76921844,-122.43364716,37.76586151,-122.44980621
Carl St & Cole St,Carl St & Stanyan St,37.76586151,-122.44980621,37.76549530,-122.45259094
Carl St & Stanyan St,Carl St & Hillway Ave,37.76549530,-122.45259094,37.76500320,-122.45655823
Carl St & Hillway Ave,Irving St & 2nd Ave,37.76500320,-122.45655823,37.76444244,-122.45864105
Irving St & 2nd Ave,Irving St & 6th Ave,37.76444244,-122.45864105,37.76424408,-122.46298981
Irving St & 6th Ave,9th Ave & Irving St,37.76424408,-122.46298981,37.76428986,-122.46623993
9th Ave & Irving St,Judah St & 9th Ave,37.76428986,-122.46623993,37.76222610,-122.46669006
Judah St & 9th Ave,Judah St & 12th Ave,37.76222610,-122.46669006,37.76206970,-122.46932220
Judah St & 12th Ave,Judah St & Funston Ave,37.76206970,-122.46932220,37.76207352,-122.47032928
Judah St & Funston Ave,Judah St & 16th Ave,37.76207352,-122.47032928,37.76194000,-122.47363281
Judah St & 16th Ave,Judah St & 19th Ave,37.76194000,-122.47363281,37.76174164,-122.47692108
Judah St & 19th Ave,Judah St & 23rd Ave,37.76174164,-122.47692108,37.76154709,-122.48116302
Judah St & 23rd Ave,Judah St & 25th Ave,37.76154709,-122.48116302,37.76145172,-122.48329926
Judah St & 25th Ave,Judah St & 28th Ave,37.76145172,-122.48329926,37.76131058,-122.48651123
Judah St & 28th Ave,Judah St & 31st Ave,37.76131058,-122.48651123,37.76117325,-122.48971558
Judah St & 31st Ave,Judah St & 34th Ave,37.76117325,-122.48971558,37.76102829,-122.49292755
Judah St & 34th Ave,Judah St & Sunset Blvd,37.76102829,-122.49292755,37.76091766,-122.49566650
Judah St & Sunset Blvd,Judah St & 40th Ave,37.76091766,-122.49566650,37.76074219,-122.49935913
Judah St & 40th Ave,Judah St & 43rd Ave,37.76074219,-122.49935913,37.76059723,-122.50257111
Judah St & 43rd Ave,Judah St & 46th Ave,37.76059723,-122.50257111,37.76049423,-122.50582886
Judah St & 46th Ave,Judah St & La Playa St,37.76049423,-122.50582886,37.76036453,-122.50901031
Carl St & Cole St,Cole St & Carl St,37.76586151,-122.44980621,37.76594162,-122.44991302
Cole St & Carl St,Cole St & Waller St,37.76594162,-122.44991302,37.76852798,-122.45042419
Cole St & Waller St,Cole St & Haight St,37.76852798,-122.45042419,37.76945496,-122.45060730
Cole St & Haight St,Haight St & Clayton St,37.76945496,-122.45060730,37.76984024,-122.44873047
Haight St & Clayton St,Haight St & Masonic Ave,37.76984024,-122.44873047,37.77023315,-122.44547272
Haight St & Masonic Ave,Haight St & Buena Vista East Ave,37.77023315,-122.44547272,37.77074814,-122.44055176
Haight St & Buena Vista East Ave,Haight St & Divisadero St,37.77074814,-122.44055176,37.77129364,-122.43737030
Haight St & Divisadero St,Haight St & Pierce St,37.77129364,-122.43737030,37.77172089,-122.43403625
Haight St & Pierce St,Fillmore St & Haight St,37.77172089,-122.43403625,37.77206802,-122.43047333
Fillmore St & Haight St,Hermann St & Fillmore St,37.77206802,-122.43047333,37.77030563,-122.42993164
Hermann St & Fillmore St,Church St & Duboce Ave,37.77030563,-122.42993164,37.76932144,-122.42903137
Church St & Duboce Ave,Market St & Dolores St,37.76932144,-122.42903137,37.76887894,-122.42710114
Market St & Beale St,Market St & Steuart St,37.79257202,-122.39701843,37.79425812,-122.39491272
Market St & Steuart St,Steuart St & Mission St,37.79425812,-122.39491272,37.79427338,-122.39442444
Steuart St & Mission St,The Embarcadero & Howard St,37.79427338,-122.39442444,37.79216003,-122.39106750
The Embarcadero & Howard St,The Embarcadero & Folsom St,37.79216003,-122.39106750,37.79072952,-122.38977051
The Embarcadero & Folsom St,The Embarcadero & Townsend St,37.79072952,-122.38977051,37.78359985,-122.38832092
The Embarcadero & Townsend St,King St & 2nd St,37.78359985,-122.38832092,37.77972031,-122.38986969
King St & 2nd St,Townsend St & 5th St,37.77972031,-122.38986969,37.77564621,-122.39667511
Townsend St & 4th St,King St & 2nd St,37.77658081,-122.39549255,37.77972031,-122.38986969
The Embarcadero & Folsom St,Steuart St & Don Chee Way,37.79072952,-122.38977051,37.79376602,-122.39372253
Market St & Buchanan St,Church St & Duboce Ave,37.76978683,-122.42614746,37.76932144,-122.42903137
Church St & Duboce Ave,Hermann St & Fillmore St,37.76932144,-122.42903137,37.77030563,-122.42993164
Hermann St & Fillmore St,Haight St & Fillmore St,37.77030563,-122.42993164,37.77214050,-122.43076324
Haight St & Fillmore St,Haight St & Pierce St,37.77214050,-122.43076324,37.77172089,-122.43403625
Haight St & Pierce St,Haight St & Divisadero St,37.77172089,-122.43403625,37.77129364,-122.43737030
Haight St & Divisadero St,Haight St & Baker St,37.77129364,-122.43737030,37.77089310,-122.44068146
Haight St & Baker St,Haight St & Masonic Ave,37.77089310,-122.44068146,37.77023315,-122.44547272
Haight St & Masonic Ave,Haight St & Clayton St,37.77023315,-122.44547272,37.76984024,-122.44873047
Haight St & Clayton St,Cole St & Haight St,37.76984024,-122.44873047,37.76945496,-122.45060730
Cole St & Haight St,Cole St & Frederick St,37.76945496,-122.45060730,37.76683044,-122.45020294
Cole St & Frederick St,Carl St & Cole St,37.76683044,-122.45020294,37.76586151,-122.44980621
Carl St & Cole St,Cole St & Waller St,37.76586151,-122.44980621,37.76852798,-122.45042419
Haight St & Buena Vista East Ave,Divisadero St & Haight St,37.77074814,-122.44055176,37.77132797,-122.43698120
Divisadero St & Haight St,Duboce Ave & Noe St,37.77132797,-122.43698120,37.76921844,-122.43364716
Duboce Ave & Church St,Market St & Dolores St,37.76937485,-122.42935181,37.76887894,-122.42710114
Market St & 1st St,Market St & Steuart St,37.79048538,-122.39971924,37.79425812,-122.39491272
Market St & Steuart St,The Embarcadero & Folsom St,37.79425812,-122.39491272,37.79072952,-122.38977051
Townsend St & 5th St,5th St & Brannan St,37.77564621,-122.39667511,37.77624512,-122.39852142
Townsend St & 5th St,Townsend St & 4th St,37.77564621,-122.39667511,37.77658081,-122.39549255
The Embarcadero & Folsom St,Market St & Drumm St,37.79072952,-122.38977051,37.79347229,-122.39617920
Market St & Buchanan St,Duboce Ave & Church St,37.76978683,-122.42614746,37.76937485,-122.42935181
Duboce Ave & Noe St,Haight St & Divisadero St,37.76921844,-122.43364716,37.77129364,-122.43737030
Chinatown - Rose Pak Station,Union Square/Metro Market St Station,37.79480743,-122.40808105,37.78713226,-122.40652466
Union Square/Metro Market St Station,Yerba Buena/Moscone Station,37.78713226,-122.40652466,37.78216171,-122.40155029
Yerba Buena/Moscone Station,4th St & Brannan St,37.78216171,-122.40155029,37.77830505,-122.39659882
4th St & Brannan St,4th St & King St,37.77830505,-122.39659882,37.77613449,-122.39382935
4th St & King St,3rd St & Mission Rock St,37.77613449,-122.39382935,37.77298355,-122.38968658
3rd St & Mission Rock St,UCSF/Chase Center,37.77298355,-122.38968658,37.76850510,-122.38918304
UCSF/Chase Center,UCSF Medical Center,37.76850510,-122.38918304,37.76439285,-122.38885498
UCSF Medical Center,3rd St & 20th St,37.76439285,-122.38885498,37.76051712,-122.38855743
3rd St & 20th St,3rd St & 23rd St,37.76051712,-122.38855743,37.75541306,-122.38800049
3rd St & 23rd St,3rd St & Marin St,37.75541306,-122.38800049,37.74900055,-122.38744354
3rd St & Marin St,3rd St & Evans Ave,37.74900055,-122.38744354,37.74243927,-122.38815308
3rd St & Evans Ave,3rd St & Hudson Ave,37.74243927,-122.38815308,37.74011993,-122.38870239
3rd St & Hudson Ave,3rd St & La Salle Ave,37.74011993,-122.38870239,37.73721313,-122.38980103
3rd St & La Salle Ave,3rd St & Oakdale Ave,37.73721313,-122.38980103,37.73478699,-122.39072418
3rd St & Oakdale Ave,3rd St & Revere Ave,37.73478699,-122.39072418,37.73225021,-122.39145660
3rd St & Revere Ave,3rd St & Williams Ave,37.73225021,-122.39145660,37.72916412,-122.39277649
3rd St & Williams Ave,3rd St & Carroll Ave,37.72916412,-122.39277649,37.72566986,-122.39430237
3rd St & Carroll Ave,3rd St & Paul Ave,37.72566986,-122.39430237,37.72226334,-122.39583588
3rd St & Paul Ave,3rd St & Le Conte Ave,37.72226334,-122.39583588,37.71876526,-122.39745331
3rd St & Le Conte Ave,Bayshore Blvd & Arleta Ave,37.71876526,-122.39745331,37.71220779,-122.40251923
Bayshore Blvd & Arleta Ave,Bayshore Blvd & Sunnydale Ave,37.71220779,-122.40251923,37.70896912,-122.40511322
Bayshore Blvd & Sunnydale Ave,Bayshore Blvd & Arleta Ave,37.70896912,-122.40511322,37.71220779,-122.40251923
Bayshore Blvd & Arleta Ave,3rd St & Le Conte Ave,37.71220779,-122.40251923,37.71876526,-122.39745331
3rd St & Le Conte Ave,3rd St & Paul Ave,37.71876526,-122.39745331,37.72226334,-122.39583588
3rd St & Paul Ave,3rd St & Carroll Ave,37.72226334,-122.39583588,37.72566986,-122.39430237
3rd St & Carroll Ave,3rd St & Williams Ave,37.72566986,-122.39430237,37.72916412,-122.39277649
3rd St & Williams Ave,3rd St & Revere Ave,37.72916412,-122.39277649,37.73225021,-122.39145660
3rd St & Revere Ave,3rd St & Oakdale Ave,37.73225021,-122.39145660,37.73478699,-122.39072418
3rd St & Oakdale Ave,3rd St & La Salle Ave,37.73478699,-122.39072418,37.73721313,-122.38980103
3rd St & La Salle Ave,3rd St & Hudson Ave,37.73721313,-122.38980103,37.74011993,-122.38870239
3rd St & Hudson Ave,3rd St & Evans Ave,37.74011993,-122.38870239,37.74243927,-122.38815308
3rd St & Evans Ave,3rd St & Marin St,37.74243927,-122.38815308,37.74900055,-122.38744354
3rd St & Marin St,3rd St & 23rd St,37.74900055,-122.38744354,37.75541306,-122.38800049
3rd St & 23rd St,3rd St & 20th St,37.75541306,-122.38800049,37.76051712,-122.38855743
3rd St & 20th St,UCSF Medical Center,37.76051712,-122.38855743,37.76439285,-122.38885498
UCSF Medical Center,UCSF/Chase Center,37.76439285,-122.38885498,37.76850510,-122.38918304
UCSF/Chase Center,3rd St & Mission Rock St,37.76850510,-122.38918304,37.77298355,-122.38968658
3rd St & Mission Rock St,4th St & King St,37.77298355,-122.38968658,37.77613449,-122.39382935
4th St & King St,4th St & Brannan St,37.77613449,-122.39382935,37.77830505,-122.39659882
4th St & Brannan St,Yerba Buena/Moscone Station,37.77830505,-122.39659882,37.78216171,-122.40155029
Yerba Buena/Moscone Station,Union Square/Metro Market St Station,37.78216171,-122.40155029,37.78713226,-122.40652466
Union Square/Metro Market St Station,Chinatown - Rose Pak Station,37.78713226,-122.40652466,37.79480743,-122.40808105
California St & Van Ness Ave,California St & Polk St,37.79041290,-122.42224121,37.79066086,-122.42053986
California St & Polk St,California St & Larkin St,37.79066086,-122.42053986,37.79086685,-122.41889191
California St & Larkin St,California St & Hyde St,37.79086685,-122.41889191,37.79101944,-122.41755676
California St & Hyde St,California St & Leavenworth St,37.79101944,-122.41755676,37.79128647,-122.41561127
California St & Leavenworth St,California St & Jones St,37.79128647,-122.41561127,37.79147339,-122.41412354
California St & Jones St,California St & Taylor St,37.79147339,-122.41412354,37.79171371,-122.41232300
California St & Taylor St,California St & Mason St,37.79171371,-122.41232300,37.79187012,-122.41098022
California St & Mason St,California St & Powell St,37.79187012,-122.41098022,37.79206848,-122.40941620
California St & Powell St,California St & Stockton St,37.79206848,-122.40941620,37.79230881,-122.40755463
California St & Stockton St,California St & Grant Ave,37.79230881,-122.40755463,37.79250336,-122.40596008
California St & Grant Ave,California St & Kearny St,37.79250336,-122.40596008,37.79271698,-122.40427399
California St & Kearny St,California St & Montgomery St,37.79271698,-122.40427399,37.79276276,-122.40290833
California St & Montgomery St,California St & Sansome St,37.79276276,-122.40290833,37.79314423,-122.40098572
California St & Sansome St,California St & Battery St,37.79314423,-122.40098572,37.79312515,-122.40010071
California St & Battery St,California St & Front St,37.79312515,-122.40010071,37.79343796,-122.39864349
California St & Front St,California St & Davis St,37.79343796,-122.39864349,37.79352570,-122.39679718
California St & Drumm St,California St & Davis St,37.79367828,-122.39636993,37.79352570,-122.39679718
California St & Davis St,California St & Front St,37.79352570,-122.39679718,37.79343796,-122.39864349
California St & Front St,California St & Battery St,37.79343796,-122.39864349,37.79312515,-122.40010071
California St & Battery St,California St & Sansome St,37.79312515,-122.40010071,37.79314423,-122.40098572
California St & Sansome St,California St & Montgomery St,37.79314423,-122.40098572,37.79276276,-122.40290833
California St & Montgomery St,California St & Kearny St,37.79276276,-122.40290833,37.79271698,-122.40427399
California St & Kearny St,California St & Grant Ave,37.79271698,-122.40427399,37.79250336,-122.40596008
California St & Grant Ave,California St & Stockton St,37.79250336,-122.40596008,37.79230881,-122.40755463
California St & Stockton St,California St & Powell St,37.79230881,-122.40755463,37.79206848,-122.40941620
California St & Powell St,California St & Mason St,37.79206848,-122.40941620,37.79187012,-122.41098022
California St & Mason St,California St & Taylor St,37.79187012,-122.41098022,37.79171371,-122.41232300
California St & Taylor St,California St & Jones St,37.79171371,-122.41232300,37.79147339,-122.41412354
California St & Jones St,California St & Leavenworth St,37.79147339,-122.41412354,37.79128647,-122.41561127
California St & Leavenworth St,California St & Hyde St,37.79128647,-122.41561127,37.79101944,-122.41755676
California St & Hyde St,California St & Larkin St,37.79101944,-122.41755676,37.79086685,-122.41889191
California St & Larkin St,California St & Polk St,37.79086685,-122.41889191,37.79066086,-122.42053986
Hyde St & Beach St,Hyde St & North Point St,37.80668640,-122.42061615,37.80563354,-122.42027283
Hyde St & North Point St,Hyde St & Bay St,37.80563354,-122.42027283,37.80479431,-122.42009735
Hyde St & Bay St,Hyde St & Chestnut St,37.80479431,-122.42009735,37.80284119,-122.41970062
Hyde St & Chestnut St,Hyde St & Lombard St,37.80284119,-122.41970062,37.80191040,-122.41956329
Hyde St & Lombard St,Hyde St & Greenwich St,37.80191040,-122.41956329,37.80101013,-122.41949463
Hyde St & Greenwich St,Hyde St & Filbert St,37.80101013,-122.41949463,37.80017471,-122.41915894
Hyde St & Filbert St,Hyde St & Union St,37.80017471,-122.41915894,37.79923630,-122.41897583
Hyde St & Union St,Hyde St & Green St,37.79923630,-122.41897583,37.79830933,-122.41878510
Hyde St & Green St,Hyde St & Vallejo St,37.79830933,-122.41878510,37.79743958,-122.41863251
Hyde St & Vallejo St,Hyde St & Broadway,37.79743958,-122.41863251,37.79649734,-122.41857910
Hyde St & Broadway,Hyde St & Pacific Ave,37.79649734,-122.41857910,37.79539871,-122.41819763
Hyde St & Pacific Ave,Hyde St & Jackson St,37.79539871,-122.41819763,37.79454041,-122.41819000
Hyde St & Jackson St,Washington St & Leavenworth St,37.79454041,-122.41819000,37.79382706,-122.41629028
Washington St & Leavenworth St,Washington St & Jones St,37.79382706,-122.41629028,37.79404068,-122.41469574
Washington St & Jones St,Washington St & Taylor St,37.79404068,-122.41469574,37.79425430,-122.41300964
Washington St & Taylor St,Washington St & Mason St,37.79425430,-122.41300964,37.79452896,-122.41136169
Washington St & Mason St,Washington St & Powell St,37.79452896,-122.41136169,37.79462814,-122.41004181
Washington St & Powell St,Powell St & Clay St,37.79462814,-122.41004181,37.79375458,-122.40946198
Powell St & Clay St,Powell St & Sacramento St,37.79375458,-122.40946198,37.79288101,-122.40925598
Powell St & Sacramento St,Powell St & California St,37.79288101,-122.40925598,37.79230118,-122.40914154
Powell St & California St,Powell St & Pine St,37.79230118,-122.40914154,37.79109573,-122.40890503
